date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
13-02-2019,ORDER,Off The Grid,Overpass,16,6,1,1,10,5,6,1,4289,2330886,75,198,16,6,1
13-02-2019,Winstrike,NRG,Nuke,9,16,2,1,8,7,1,9,3884,2330804,28,5,9,16,2
13-02-2019,AGO,3DMAX,Mirage,5,16,2,1,3,12,2,4,4243,2330169,47,24,1,1,2
13-02-2019,ENCE,G2,Overpass,16,6,1,1,13,2,3,4,3884,2330810,11,19,16,6,1
13-02-2019,Cloud9,TYLOO,Overpass,3,16,2,2,0,4,3,12,3884,2330809,8,67,3,16,2
13-02-2019,3DMAX,Bpro,Inferno,8,16,2,1,5,10,3,6,4409,2330977,24,77,8,16,2
13-02-2019,AVANGAR,FURIA,Mirage,16,14,1,2,9,6,7,8,3884,2330807,18,23,16,14,1
13-02-2019,fnatic,Winstrike,Train,11,16,2,2,9,3,2,13,3884,2330808,6,28,11,16,2
13-02-2019,Tricked,Valiance,Train,14,16,2,2,10,5,4,11,4243,2330941,61,20,0,2,2
13-02-2019,Tricked,Valiance,Mirage,14,16,2,1,7,8,7,8,4243,2330941,61,20,0,2,2
13-02-2019,Movistar Riders,Unicorns of Love,Inferno,16,9,1,1,10,5,6,4,4287,2330982,38,69,16,9,1
13-02-2019,AGO,3DMAX,Overpass,16,7,1,2,6,2,10,5,4243,2330169,47,24,1,1,2
13-02-2019,Breakaway,Chiefs,Inferno,12,16,2,1,7,8,5,8,4289,2330963,85,81,12,16,2
13-02-2019,Chaos,LDLC,Overpass,10,16,2,1,4,11,6,5,4287,2330980,44,32,10,16,2
13-02-2019,expert,x6tence Galaxy,Inferno,7,16,2,1,4,11,3,5,4243,2330940,66,30,1,1,2
13-02-2019,Heavy KnockOut,pro100,Mirage,3,16,2,2,0,4,3,12,4409,2330979,212,43,3,16,2
13-02-2019,Vega Squadron,Spirit,Mirage,16,14,1,2,9,6,7,8,3884,2330805,53,17,16,14,1
13-02-2019,Chaos,Unicorns of Love,Inferno,16,12,1,2,7,6,9,6,4287,2330709,44,69,16,12,1
13-02-2019,expert,x6tence Galaxy,Cache,16,14,1,2,10,5,6,9,4243,2330940,66,30,1,1,2
13-02-2019,Vitality,Grayhound,Nuke,19,17,1,2,13,2,2,13,3884,2330806,15,22,19,17,1
12-02-2019,Virtus.pro,Unicorns of Love,Cache,16,5,1,1,10,5,6,0,4287,2330917,63,69,16,5,1
12-02-2019,HAVU,Chaos,Inferno,11,16,2,1,6,9,5,7,4388,2330965,89,44,2,1,1
12-02-2019,HAVU,Chaos,Train,16,8,1,2,9,0,7,8,4388,2330965,89,44,2,1,1
12-02-2019,HAVU,Chaos,Cache,16,14,1,1,10,5,6,9,4388,2330965,89,44,2,1,1
12-02-2019,Virtus.pro,ALTERNATE aTTaX,Overpass,16,13,1,1,7,8,9,5,4287,2330913,63,56,16,13,1
12-02-2019,NoChance,DreamEaters,Overpass,13,16,2,1,6,9,7,7,4376,2330964,36,49,2,1,1
12-02-2019,NoChance,DreamEaters,Inferno,16,10,1,2,6,5,10,5,4376,2330964,36,49,2,1,1
12-02-2019,W7M,Evidence,Inferno,13,16,2,1,9,6,4,10,4407,2330859,115,208,2,1,1
12-02-2019,NoChance,DreamEaters,Dust2,16,5,1,2,4,2,12,3,4376,2330964,36,49,2,1,1
12-02-2019,AVANT,Athletico,Overpass,16,2,1,1,13,2,3,0,4289,2330887,123,129,16,2,1
12-02-2019,Sprout,3DMAX,Dust2,16,19,2,2,10,5,5,10,4243,2330935,29,24,1,1,2
12-02-2019,W7M,Evidence,Mirage,22,18,1,1,6,9,9,6,4407,2330859,115,208,2,1,1
12-02-2019,W7M,Evidence,Train,16,9,1,1,11,4,5,5,4407,2330859,115,208,2,1,1
12-02-2019,MASSIVEimpact,Final Feature,Inferno,16,8,1,1,11,4,5,4,4288,2330475,109,93,16,8,1
12-02-2019,Bring It On,Young Blood,Cache,19,15,1,2,7,8,8,7,4426,2330970,184,163,19,15,1
12-02-2019,Sprout,3DMAX,Inferno,22,19,1,1,6,9,9,6,4243,2330935,29,24,1,1,2
12-02-2019,Tricked,pro100,Overpass,19,17,1,2,9,6,6,9,4395,2330922,61,43,2,0,1
12-02-2019,Valiance,expert,Nuke,17,19,2,2,8,7,7,8,4287,2330916,20,66,17,19,2
12-02-2019,AGO,LDLC,Overpass,16,12,1,2,6,7,10,5,4287,2330915,47,32,16,12,1
12-02-2019,Vexed,Sprout,Inferno,6,16,2,2,2,5,4,11,4243,2330938,92,29,0,2,2
12-02-2019,Vexed,Sprout,Cache,10,16,2,1,8,7,2,9,4243,2330938,92,29,0,2,2
12-02-2019,DETONA,Santos,Nuke,16,5,1,1,12,3,4,2,4407,2330860,144,171,2,0,1
12-02-2019,DETONA,Santos,Train,16,6,1,2,7,0,9,6,4407,2330860,144,171,2,0,1
12-02-2019,Windigo,NoChance,Cache,16,10,1,1,7,8,9,2,4388,2330841,31,36,2,0,1
12-02-2019,Windigo,NoChance,Dust2,16,14,1,2,13,2,3,12,4388,2330841,31,36,2,0,1
12-02-2019,EURONICS,expert,Nuke,6,16,2,2,3,4,3,12,4243,2330937,148,66,0,2,2
12-02-2019,EURONICS,expert,Train,11,16,2,1,9,6,2,10,4243,2330937,148,66,0,2,2
12-02-2019,Tricked,pro100,Inferno,16,14,1,1,5,10,11,4,4395,2330922,61,43,2,0,1
12-02-2019,AGO,ex-Fragsters,Dust2,16,10,1,1,9,6,7,4,4287,2330919,47,55,16,10,1
12-02-2019,HAVU,ALTERNATE aTTaX,Train,20,22,2,2,8,7,7,8,4243,2330936,89,56,0,2,2
12-02-2019,HAVU,ALTERNATE aTTaX,Cache,5,16,2,1,0,15,5,1,4243,2330936,89,56,0,2,2
12-02-2019,Izako Boars,forZe,Overpass,10,16,2,2,6,5,4,11,4287,2330912,57,26,10,16,2
11-02-2019,Caladrius,ORDER,Inferno,5,16,2,2,0,6,5,10,4289,2330854,160,69,5,16,2
11-02-2019,AVANGAR,Windigo,Dust2,8,16,2,2,5,4,3,12,4388,2330836,22,26,0,2,2
11-02-2019,Athletico,PC419,Inferno,16,11,1,1,8,7,8,4,4289,2330749,148,169,16,11,1
11-02-2019,Astral Influence,Ground Zero,Mirage,7,16,2,1,4,11,3,5,4289,2330885,129,137,7,16,2
11-02-2019,ALTERNATE aTTaX,Vexed,Inferno,16,9,1,1,9,6,7,3,4243,2330934,65,89,2,0,1
11-02-2019,AVANGAR,Windigo,Overpass,6,16,2,1,4,11,2,5,4388,2330836,22,26,0,2,2
11-02-2019,Chaos,ALTERNATE aTTaX,Inferno,17,19,2,2,8,7,7,8,4287,2330909,57,65,17,19,2
11-02-2019,ALTERNATE aTTaX,Vexed,Cache,16,2,1,2,3,0,13,2,4243,2330934,65,89,2,0,1
11-02-2019,NoChance,x6tence Galaxy,Dust2,16,6,1,1,10,5,6,1,4388,2330837,54,34,2,0,1
11-02-2019,NoChance,x6tence Galaxy,Inferno,16,13,1,2,10,4,6,9,4388,2330837,54,34,2,0,1
11-02-2019,Valiance,Sprout,Nuke,16,10,1,2,10,1,6,9,4287,2330467,20,29,16,10,1
11-02-2019,ex-Fragsters,Valiance,Dust2,14,16,2,2,8,7,6,9,4287,2330911,49,19,14,16,2
11-02-2019,Unicorns of Love,3DMAX,Inferno,16,11,1,2,5,7,11,4,4409,2330950,88,30,16,11,1
11-02-2019,ex-Fragsters,Spirit,Nuke,9,16,2,2,6,4,3,12,4287,2330910,49,20,9,16,2
10-02-2019,AVANGAR,NoChance,Dust2,16,11,1,1,9,6,7,5,4388,2330833,22,54,2,0,1
10-02-2019,Winstrike,Tricked,Cache,16,12,1,2,10,3,6,9,4395,2330877,27,79,2,0,1
10-02-2019,Winstrike,Tricked,Mirage,16,2,1,1,13,2,3,0,4395,2330877,27,79,2,0,1
10-02-2019,AVANGAR,NoChance,Cache,16,14,1,2,11,4,5,10,4388,2330833,22,54,2,0,1
10-02-2019,x6tence Galaxy,Chaos,Mirage,3,16,2,2,0,4,3,12,4388,2330834,34,57,0,2,2
10-02-2019,x6tence Galaxy,Chaos,Overpass,12,16,2,1,7,8,5,8,4388,2330834,34,57,0,2,2
10-02-2019,NoChance,Tricked,Mirage,16,9,1,1,12,3,4,6,4376,2330893,54,79,2,1,1
10-02-2019,NoChance,Tricked,Overpass,16,10,1,1,10,5,6,5,4376,2330893,54,79,2,1,1
10-02-2019,NoChance,Tricked,Train,11,16,2,1,6,9,5,7,4376,2330893,54,79,2,1,1
10-02-2019,HAVU,pro100,Dust2,11,16,2,2,4,8,7,8,4388,2330835,74,42,0,2,2
10-02-2019,HAVU,pro100,Inferno,7,16,2,2,1,7,6,9,4388,2330835,74,42,0,2,2
09-02-2019,Winstrike,HAVU,Dust2,16,6,1,2,5,2,11,4,4388,2330831,27,74,2,1,1
09-02-2019,Isurus,Sharks,Dust2,16,12,1,2,11,2,5,10,4405,2330871,190,25,2,0,1
09-02-2019,Isurus,Sharks,Train,16,4,1,1,12,3,4,1,4405,2330871,190,25,2,0,1
09-02-2019,AVANGAR,x6tence Galaxy,Dust2,16,6,1,2,5,2,11,4,4388,2330830,22,34,2,0,1
09-02-2019,AVANGAR,x6tence Galaxy,Mirage,16,12,1,2,12,1,4,11,4388,2330830,22,34,2,0,1
09-02-2019,Nemiga,DreamEaters,Overpass,14,16,2,1,10,5,4,11,4376,2330866,72,61,0,2,2
09-02-2019,Nemiga,DreamEaters,Dust2,9,16,2,2,5,5,4,11,4376,2330866,72,61,0,2,2
09-02-2019,Winstrike,HAVU,Nuke,13,16,2,1,3,12,10,4,4388,2330831,27,74,2,1,1
09-02-2019,x-kom,Windigo,Overpass,14,16,2,1,8,7,6,9,4388,2330832,62,26,2,1,1
09-02-2019,NoChance,unknown,Train,12,16,2,1,9,6,3,10,4346,2330880,54,97,2,1,1
09-02-2019,Winstrike,HAVU,Train,16,4,1,1,12,3,4,1,4388,2330831,27,74,2,1,1
09-02-2019,x-kom,Windigo,Mirage,16,13,1,2,8,6,8,7,4388,2330832,62,26,2,1,1
09-02-2019,NoChance,unknown,Dust2,16,3,1,2,4,0,12,3,4346,2330880,54,97,2,1,1
09-02-2019,x-kom,Windigo,Cache,16,9,1,2,7,3,9,6,4388,2330832,62,26,2,1,1
09-02-2019,NoChance,unknown,Inferno,16,5,1,1,11,4,5,1,4346,2330880,54,97,2,1,1
09-02-2019,DreamEaters,Unique,Nuke,16,9,1,1,13,2,3,7,4394,2330869,61,70,2,0,1
09-02-2019,DreamEaters,Unique,Overpass,16,5,1,1,11,4,5,1,4394,2330869,61,70,2,0,1
08-02-2019,MASSIVEimpact,Stay Frosty,Mirage,16,10,1,1,7,8,9,2,4288,2330867,119,109,16,10,1
08-02-2019,AVANGAR,Chaos,Cache,16,12,1,2,6,7,10,5,4388,2330795,22,57,2,0,1
08-02-2019,AVANGAR,Chaos,Overpass,16,8,1,1,11,4,5,4,4388,2330795,22,57,2,0,1
08-02-2019,Ghost,Luminosity,Overpass,16,7,1,1,12,3,4,4,4356,2330769,16,33,2,1,1
08-02-2019,Ghost,Luminosity,Train,14,16,2,2,10,5,4,11,4356,2330769,16,33,2,1,1
08-02-2019,Ghost,Luminosity,Inferno,16,9,1,2,6,4,10,5,4356,2330769,16,33,2,1,1
08-02-2019,TeamOne,Spacestation,Dust2,14,16,2,1,5,10,9,6,4288,2330853,41,71,14,16,2
08-02-2019,forZe,NoChance,Mirage,14,16,2,1,8,7,6,9,4346,2330846,23,54,0,2,2
08-02-2019,Mythic,Denial,Nuke,16,11,1,2,6,6,10,5,4288,2330741,85,35,16,11,1
08-02-2019,Denial,Infamous,Mirage,11,16,2,2,4,8,7,8,4288,2330743,35,108,11,16,2
08-02-2019,TeamOne,Stay Frosty,Inferno,16,6,1,1,10,5,6,1,4288,2330742,41,109,16,6,1
08-02-2019,Mythic,Old Guys Club,Dust2,16,11,1,2,6,6,10,5,4288,2330876,85,118,16,11,1
08-02-2019,eUnited,Swole Patrol,Dust2,1,16,2,2,0,2,1,14,4356,2330768,44,68,0,2,2
08-02-2019,eUnited,Swole Patrol,Inferno,10,16,2,2,4,7,6,9,4356,2330768,44,68,0,2,2
08-02-2019,Imperial,Sharks,Inferno,8,16,2,2,3,6,5,10,4405,2330847,84,25,0,2,2
08-02-2019,Imperial,Sharks,Train,6,16,2,1,5,10,1,6,4405,2330847,84,25,0,2,2
08-02-2019,forZe,NoChance,Dust2,14,16,2,2,5,10,9,6,4346,2330846,23,54,0,2,2
08-02-2019,Unique,Chaos,Cache,16,12,1,2,9,4,7,8,4394,2330868,70,57,2,1,1
08-02-2019,3DMAX,G2,Dust2,6,16,2,1,3,12,3,4,4353,2330759,30,17,0,2,2
08-02-2019,x6tence Galaxy,LDLC,Dust2,16,14,1,2,8,7,8,7,4243,2330730,34,28,2,0,1
08-02-2019,DETONA,W7M,Cache,3,16,2,1,1,14,2,2,4405,2330870,139,164,0,2,2
08-02-2019,3DMAX,G2,Inferno,6,16,2,2,3,4,3,12,4353,2330759,30,17,0,2,2
08-02-2019,eUnited,Ghost,Cache,19,17,1,1,13,2,2,13,4356,2330770,44,16,2,0,1
08-02-2019,eUnited,Ghost,Overpass,16,14,1,1,9,6,7,8,4356,2330770,44,16,2,0,1
08-02-2019,3DMAX,unknown,Overpass,10,16,2,1,8,7,2,9,4346,2330865,30,97,0,2,2
08-02-2019,3DMAX,unknown,Train,9,16,2,2,6,4,3,12,4346,2330865,30,97,0,2,2
08-02-2019,x6tence Galaxy,LDLC,Overpass,16,10,1,2,9,2,7,8,4243,2330730,34,28,2,0,1
08-02-2019,DETONA,W7M,Inferno,22,25,2,1,7,8,8,7,4405,2330870,139,164,0,2,2
08-02-2019,Unique,Chaos,Train,12,16,2,2,9,4,3,12,4394,2330868,70,57,2,1,1
08-02-2019,AGO,NoChance,Overpass,6,16,2,2,4,3,2,13,4346,2330864,45,54,1,2,2
08-02-2019,AGO,NoChance,Cache,16,8,1,2,8,1,8,7,4346,2330864,45,54,1,2,2
08-02-2019,AGO,NoChance,Mirage,9,16,2,2,5,5,4,11,4346,2330864,45,54,1,2,2
08-02-2019,HAVU,Vexed,Train,16,7,1,2,7,1,9,6,4243,2330731,74,89,1,1,2
08-02-2019,HAVU,Vexed,Mirage,4,16,2,1,4,11,0,5,4243,2330731,74,89,1,1,2
08-02-2019,Unicorns of Love,pro100,Inferno,16,5,1,1,12,3,4,2,4409,2330862,88,42,16,5,1
08-02-2019,Unique,Chaos,Mirage,16,7,1,2,6,2,10,5,4394,2330868,70,57,2,1,1
07-02-2019,Chiefs,Skyfire,Cache,16,3,1,1,12,3,4,0,4289,2330681,94,121,16,3,1
07-02-2019,Heroic,Natus Vincere,Mirage,16,19,2,1,6,9,9,6,4406,2330651,37,3,0,2,2
07-02-2019,Heroic,Natus Vincere,Train,8,16,2,1,8,7,0,9,4406,2330651,37,3,0,2,2
07-02-2019,3DMAX,Tricked,Mirage,16,10,1,1,7,8,9,2,4346,2330843,30,79,2,1,1
07-02-2019,3DMAX,Tricked,Inferno,16,8,1,2,6,3,10,5,4346,2330843,30,79,2,1,1
07-02-2019,3DMAX,Tricked,Nuke,4,16,2,2,0,5,4,11,4346,2330843,30,79,2,1,1
07-02-2019,Sprout,expert,Dust2,16,11,1,2,8,4,8,7,4243,2330724,46,59,2,0,1
07-02-2019,North,Natus Vincere,Nuke,16,12,1,1,9,6,7,6,4406,2330652,11,3,2,0,1
07-02-2019,North,Natus Vincere,Dust2,16,14,1,1,6,9,10,5,4406,2330652,11,3,2,0,1
07-02-2019,Sprout,expert,Inferno,16,11,1,1,7,8,9,3,4243,2330724,46,59,2,0,1
07-02-2019,Chaos,pro100,Inferno,16,14,1,1,5,10,11,4,4388,2330714,57,42,2,1,1
07-02-2019,Chaos,pro100,Overpass,16,13,1,1,6,9,10,4,4388,2330714,57,42,2,1,1
07-02-2019,Chaos,pro100,Cache,16,19,2,2,9,6,6,9,4388,2330714,57,42,2,1,1
07-02-2019,Chiefs,Paradox,Mirage,16,5,1,1,12,3,4,2,4289,2330682,94,114,16,5,1
07-02-2019,ex-Fragsters,AGO,Train,8,16,2,2,3,6,5,10,4346,2330844,49,45,0,2,2
07-02-2019,Skyfire,Ground Zero,Mirage,9,16,2,1,6,9,3,7,4289,2330680,121,137,9,16,2
07-02-2019,Old Guys Club,Final Feature,Nuke,16,11,1,1,11,4,5,7,4288,2330740,118,83,16,11,1
07-02-2019,Stay Frosty,The Fundamentals,Inferno,12,16,2,1,5,10,7,6,4288,2330739,109,177,12,16,2
07-02-2019,Envy,Win Scrims Not Matches,Dust2,16,13,1,1,7,8,9,5,4356,2330774,31,77,2,0,1
07-02-2019,Envy,Win Scrims Not Matches,Mirage,16,14,1,2,12,3,4,11,4356,2330774,31,77,2,0,1
07-02-2019,MASSIVEimpact,Denial,Inferno,10,16,2,2,4,7,6,9,4288,2330738,119,35,10,16,2
07-02-2019,Swole Patrol,Complexity,Cache,14,16,2,2,10,5,4,11,4356,2330772,68,38,2,1,1
07-02-2019,Swole Patrol,Complexity,Inferno,16,13,1,1,5,10,11,3,4356,2330772,68,38,2,1,1
07-02-2019,Swole Patrol,Complexity,Dust2,16,10,1,1,6,9,10,1,4356,2330772,68,38,2,1,1
07-02-2019,Luminosity,Bad News Bears,Dust2,16,14,1,1,8,7,8,7,4356,2330766,33,53,2,0,1
07-02-2019,Luminosity,Bad News Bears,Cache,16,13,1,2,10,4,6,9,4356,2330766,33,53,2,0,1
07-02-2019,Ghost,eUnited,Mirage,8,16,2,1,5,10,3,6,4356,2330765,16,44,0,2,2
07-02-2019,Ghost,eUnited,Nuke,14,16,2,2,3,12,11,4,4356,2330765,16,44,0,2,2
07-02-2019,ex-Fragsters,AGO,Dust2,6,16,2,1,5,10,1,6,4346,2330844,49,45,0,2,2
07-02-2019,Ghost,Envy,Inferno,16,8,1,2,6,3,10,5,4356,2330767,16,31,2,0,1
07-02-2019,OpTic,HellRaisers,Inferno,16,7,1,1,9,6,7,1,4353,2330756,24,18,2,1,1
07-02-2019,unknown,x6tence Galaxy,Inferno,16,11,1,2,7,5,9,6,4346,2330845,97,34,2,1,1
07-02-2019,OpTic,HellRaisers,Overpass,7,16,2,1,3,12,4,4,4353,2330756,24,18,2,1,1
07-02-2019,Complexity,Luminosity,Cache,16,14,1,2,7,8,9,6,4356,2330773,38,33,1,2,2
07-02-2019,Complexity,Luminosity,Overpass,13,16,2,1,8,7,5,9,4356,2330773,38,33,1,2,2
07-02-2019,OpTic,G2,Nuke,12,16,2,2,4,9,8,7,4353,2330758,24,17,0,2,2
07-02-2019,OpTic,G2,Dust2,20,22,2,2,9,6,6,9,4353,2330758,24,17,0,2,2
07-02-2019,paiN,DETONA,Inferno,12,16,2,2,4,9,8,7,4405,2330848,147,139,0,2,2
07-02-2019,paiN,DETONA,Train,6,16,2,1,6,9,0,7,4405,2330848,147,139,0,2,2
07-02-2019,Ghost,Envy,Dust2,16,13,1,2,6,8,10,5,4356,2330767,16,31,2,0,1
07-02-2019,Unique,DreamEaters,Dust2,7,16,2,2,4,4,3,12,4394,2330783,70,61,1,2,2
07-02-2019,Unique,DreamEaters,Mirage,19,16,1,2,9,6,6,9,4394,2330783,70,61,1,2,2
07-02-2019,Unique,DreamEaters,Inferno,6,16,2,2,1,6,5,10,4394,2330783,70,61,1,2,2
07-02-2019,unknown,x6tence Galaxy,Overpass,7,16,2,1,7,8,0,8,4346,2330845,97,34,2,1,1
07-02-2019,unknown,x6tence Galaxy,Nuke,16,13,1,1,8,7,8,6,4346,2330845,97,34,2,1,1
07-02-2019,Complexity,Luminosity,Mirage,9,16,2,1,5,10,4,6,4356,2330773,38,33,1,2,2
07-02-2019,Tricked,Sprout,Mirage,16,12,1,2,10,3,6,9,4243,2330726,79,46,1,1,2
07-02-2019,x6tence Galaxy,Valiance,Mirage,19,16,1,1,10,5,5,10,4243,2330725,34,19,1,1,2
07-02-2019,Tricked,Sprout,Nuke,9,16,2,1,3,12,6,4,4243,2330726,79,46,1,1,2
07-02-2019,OpTic,HellRaisers,Mirage,16,8,1,2,5,4,11,4,4353,2330756,24,18,2,1,1
07-02-2019,G2,forZe,Overpass,19,16,1,1,5,10,10,5,4353,2330777,17,23,2,1,1
07-02-2019,G2,forZe,Dust2,14,16,2,2,7,8,7,8,4353,2330777,17,23,2,1,1
07-02-2019,LDLC,ALTERNATE aTTaX,Overpass,8,16,2,2,1,8,7,8,4287,2330707,28,65,8,16,2
07-02-2019,G2,forZe,Inferno,16,5,1,1,12,3,4,2,4353,2330777,17,23,2,1,1
07-02-2019,x6tence Galaxy,Valiance,Dust2,12,16,2,2,4,9,8,7,4243,2330725,34,19,1,1,2
07-02-2019,Chaos,x-kom,Train,16,14,1,1,10,5,6,9,4394,2330842,57,62,2,0,1
07-02-2019,Chaos,x-kom,Overpass,16,12,1,1,8,7,8,5,4394,2330842,57,62,2,0,1
07-02-2019,BIG,3DMAX,Cache,16,4,1,1,11,4,5,0,4353,2330757,15,30,2,1,1
07-02-2019,BIG,3DMAX,Dust2,16,19,2,2,7,8,8,7,4353,2330757,15,30,2,1,1
07-02-2019,BIG,3DMAX,Inferno,16,3,1,1,12,3,4,0,4353,2330757,15,30,2,1,1
06-02-2019,HellRaisers,forZe,Mirage,12,16,2,1,6,9,6,7,4353,2330752,18,23,2,1,1
06-02-2019,Valiance,BIG,Train,10,16,2,2,4,7,6,9,4353,2330753,19,15,1,2,2
06-02-2019,Valiance,BIG,Dust2,9,16,2,1,5,10,4,6,4353,2330753,19,15,1,2,2
06-02-2019,Valiance,BIG,Mirage,16,13,1,2,9,5,7,8,4353,2330753,19,15,1,2,2
06-02-2019,HellRaisers,forZe,Train,16,12,1,1,11,4,5,8,4353,2330752,18,23,2,1,1
06-02-2019,HellRaisers,forZe,Overpass,16,11,1,2,6,6,10,5,4353,2330752,18,23,2,1,1
06-02-2019,AGO,unknown,Overpass,9,16,2,2,4,6,5,10,4346,2330787,45,97,1,2,2
06-02-2019,ENCE,expert,Dust2,16,2,1,2,3,0,13,2,4287,2330706,12,59,16,2,1
06-02-2019,x6tence Galaxy,Tricked,Overpass,16,4,1,1,12,3,4,1,4243,2330722,34,79,2,0,1
06-02-2019,x6tence Galaxy,Tricked,Mirage,16,4,1,2,5,0,11,4,4243,2330722,34,79,2,0,1
06-02-2019,AGO,unknown,Inferno,14,16,2,1,10,5,4,11,4346,2330787,45,97,1,2,2
06-02-2019,AGO,unknown,Train,16,7,1,2,7,1,9,6,4346,2330787,45,97,1,2,2
06-02-2019,OpTic,G2,Inferno,6,16,2,2,2,5,4,11,4353,2330751,24,17,0,2,2
06-02-2019,OpTic,G2,Dust2,5,16,2,1,2,13,3,3,4353,2330751,24,17,0,2,2
06-02-2019,Ground Zero,Tainted Minds,Mirage,5,16,2,1,5,10,0,6,4289,2330519,137,136,5,16,2
06-02-2019,Chaos,x-kom,Overpass,16,10,1,2,7,4,9,6,4388,2330713,57,62,2,0,1
06-02-2019,Chaos,x-kom,Train,22,19,1,2,9,6,6,9,4388,2330713,57,62,2,0,1
06-02-2019,Heroic,North,Mirage,16,8,1,1,13,2,3,6,4406,2330649,37,11,1,2,2
06-02-2019,Heroic,North,Nuke,11,16,2,1,9,6,2,10,4406,2330649,37,11,1,2,2
06-02-2019,Heroic,North,Train,8,16,2,2,5,4,3,12,4406,2330649,37,11,1,2,2
06-02-2019,Ground Zero,Off The Grid,Mirage,16,4,1,1,13,2,3,2,4289,2330679,137,204,16,4,1
06-02-2019,Tainted Minds,ORDER,Train,5,16,2,1,5,10,0,6,4289,2330639,136,69,5,16,2
06-02-2019,Denial,TeamOne,Mirage,17,19,2,2,11,4,4,11,4288,2330736,35,41,17,19,2
06-02-2019,iNTACT,Spacestation,Nuke,13,16,2,2,3,11,10,5,4288,2330734,91,71,13,16,2
06-02-2019,Singularity,Infamous,Nuke,13,16,2,1,7,8,6,8,4288,2330735,60,108,13,16,2
06-02-2019,Fragging for Andy,The Fundamentals,Cache,14,16,2,2,9,6,5,10,4288,2330794,92,177,14,16,2
06-02-2019,Singularity,Stay Frosty,Overpass,16,13,1,2,9,5,7,8,4288,2330733,60,109,16,13,1
06-02-2019,Win Scrims Not Matches,TeamOne,Overpass,2,16,2,2,0,3,2,13,4288,2330732,77,41,2,16,2
06-02-2019,Natus Vincere,AVANGAR,Dust2,16,8,1,2,8,1,8,7,4406,2330650,3,22,2,1,1
06-02-2019,Natus Vincere,AVANGAR,Mirage,16,14,1,2,5,10,11,4,4406,2330650,3,22,2,1,1
06-02-2019,Paradox,PC419,Dust2,16,3,1,2,4,0,12,3,4289,2330565,114,169,16,3,1
06-02-2019,Natus Vincere,AVANGAR,Overpass,17,19,2,2,10,5,5,10,4406,2330650,3,22,2,1,1
06-02-2019,eUnited,Luminosity,Inferno,16,6,1,1,9,6,7,0,4356,2330762,44,33,2,0,1
06-02-2019,Chaos,Nemiga,Mirage,16,9,1,1,9,6,7,3,4394,2330781,57,72,2,1,1
06-02-2019,paiN,Evidence,Nuke,16,7,1,1,11,4,5,3,4405,2330747,147,203,2,0,1
06-02-2019,Valiance,forZe,Mirage,19,15,1,2,4,11,11,4,4353,2330776,19,23,1,2,2
06-02-2019,Valiance,forZe,Train,9,16,2,1,6,9,3,7,4353,2330776,19,23,1,2,2
06-02-2019,Win Scrims Not Matches,Complexity,Dust2,5,16,2,1,5,10,0,6,4356,2330764,77,38,1,2,2
06-02-2019,Win Scrims Not Matches,Complexity,Train,16,8,1,1,8,7,8,1,4356,2330764,77,38,1,2,2
06-02-2019,Win Scrims Not Matches,Complexity,Overpass,14,16,2,1,5,10,9,6,4356,2330764,77,38,1,2,2
06-02-2019,x-kom,expert,Nuke,9,16,2,2,4,6,5,10,4394,2330782,62,59,2,1,1
06-02-2019,x-kom,expert,Cache,16,14,1,2,5,10,11,4,4394,2330782,62,59,2,1,1
06-02-2019,x-kom,expert,Train,16,8,1,2,5,4,11,4,4394,2330782,62,59,2,1,1
06-02-2019,paiN,Evidence,Dust2,16,2,1,2,1,2,15,0,4405,2330747,147,203,2,0,1
06-02-2019,Envy,Swole Patrol,Train,12,16,2,1,4,11,8,5,4356,2330763,31,68,0,2,2
06-02-2019,Envy,Swole Patrol,Mirage,13,16,2,2,7,7,6,9,4356,2330763,31,68,0,2,2
06-02-2019,eUnited,Luminosity,Mirage,19,16,1,2,10,5,5,10,4356,2330762,44,33,2,0,1
06-02-2019,Valiance,forZe,Inferno,8,16,2,1,4,11,4,5,4353,2330776,19,23,1,2,2
06-02-2019,Ghost,Bad News Bears,Dust2,16,11,1,2,5,7,11,4,4356,2330761,16,53,2,0,1
06-02-2019,BIG,HellRaisers,Dust2,8,16,2,2,4,5,4,11,4353,2330775,15,18,2,1,1
06-02-2019,Ghost,Bad News Bears,Train,16,13,1,2,10,4,6,9,4356,2330761,16,53,2,0,1
06-02-2019,Chaos,Nemiga,Overpass,16,7,1,2,6,2,10,5,4394,2330781,57,72,2,1,1
06-02-2019,Vexed,LDLC,Inferno,16,8,1,1,11,4,5,4,4243,2330723,89,28,1,1,2
06-02-2019,Vexed,LDLC,Cache,10,16,2,2,6,5,4,11,4243,2330723,89,28,1,1,2
06-02-2019,BIG,HellRaisers,Cache,16,4,1,1,11,4,5,0,4353,2330775,15,18,2,1,1
06-02-2019,Chaos,Nemiga,Dust2,4,16,2,2,1,4,3,12,4394,2330781,57,72,2,1,1
06-02-2019,BIG,HellRaisers,Mirage,16,11,1,1,10,5,6,6,4353,2330775,15,18,2,1,1
06-02-2019,G2,3DMAX,Cache,10,16,2,2,4,7,6,9,4353,2330754,17,30,1,2,2
