date,team_1,team_2,inverted_teams,match_id,event_id,best_of,system,t1_removed_1,t1_removed_2,t1_removed_3,t2_removed_1,t2_removed_2,t2_removed_3,t1_picked_1,t2_picked_1,left_over
05-10-2019,Astro,Beyond,1,2336770,4953,3,123412,Vertigo,Train,0,Mirage,Overpass,0,Dust2,Nuke,Inferno
05-10-2019,BOOT,JavsrieN,0,2336813,4806,3,123412,Overpass,Dust2,0,Vertigo,Train,0,Nuke,Mirage,Inferno
05-10-2019,Copenhagen Flames,Unique,1,2336754,4862,3,123412,Dust2,Overpass,0,Inferno,Mirage,0,Vertigo,Train,Nuke
05-10-2019,Aristocracy,Tricked,1,2336818,4940,3,123412,Inferno,Nuke,0,Vertigo,Mirage,0,Dust2,Overpass,Train
05-10-2019,fnatic,Astralis,1,2336333,4553,3,123412,Vertigo,Train,0,Mirage,Dust2,0,Overpass,Nuke,Inferno
05-10-2019,Movistar Riders,Heretics,1,2336537,2838,3,123412,Dust2,Nuke,0,Train,Overpass,0,Vertigo,Mirage,Inferno
05-10-2019,pro100,Heroic,1,2336808,4931,3,123412,Vertigo,Mirage,0,Train,Inferno,0,Overpass,Nuke,Dust2
05-10-2019,Sprout,ex-Epsilon,1,2336819,4940,3,123412,Train,Overpass,0,Nuke,Vertigo,0,Dust2,Inferno,Mirage
05-10-2019,Vitality,Natus Vincere,1,2336334,4553,3,123412,Train,Mirage,0,Vertigo,Inferno,0,Nuke,Overpass,Dust2
05-10-2019,Nemiga,Gambit Youngsters,1,2336820,4940,3,123412,Train,Vertigo,0,Nuke,Inferno,0,Dust2,Overpass,Mirage
05-10-2019,Sprout,Tricked,0,2336815,4931,3,123412,Train,Nuke,0,Dust2,Inferno,0,Mirage,Overpass,Vertigo
04-10-2019,fnatic,NiP,0,2336330,4553,3,123412,Vertigo,Train,0,Mirage,Inferno,0,Dust2,Nuke,Overpass
04-10-2019,Fallen5,Bren,0,2336799,4954,3,123412,Nuke,Inferno,0,Vertigo,Mirage,0,Overpass,Train,Dust2
04-10-2019,Aristocracy,ex-Epsilon,0,2336753,4862,3,123412,Inferno,Mirage,0,Vertigo,Dust2,0,Nuke,Train,Overpass
04-10-2019,Unique,pro100,0,2336764,4940,3,123412,Inferno,Dust2,0,Vertigo,Train,0,Nuke,Overpass,Mirage
04-10-2019,DreamEaters,Gambit Youngsters,1,2336787,4940,3,123412,Vertigo,Mirage,0,Nuke,Inferno,0,Overpass,Train,Dust2
04-10-2019,mousesports,Vitality,1,2336332,4553,3,123412,Overpass,Nuke,0,Train,Vertigo,0,Mirage,Inferno,Dust2
04-10-2019,Sprout,BIG,1,2336680,4931,3,123412,Dust2,Mirage,0,Vertigo,Train,0,Nuke,Overpass,Inferno
04-10-2019,Aristocracy,Movistar Riders,1,2336791,4941,3,123412,Inferno,Overpass,0,Dust2,Mirage,0,Vertigo,Train,Nuke
04-10-2019,Nemiga,Dracarys,0,2336788,4940,3,123412,Train,Overpass,0,Vertigo,Dust2,0,Inferno,Nuke,Mirage
03-10-2019,FURIA,fnatic,0,2336326,4553,3,123412,Dust2,Train,0,Vertigo,Nuke,0,Overpass,Inferno,Mirage
03-10-2019,Global,District 9,0,2336767,4952,1,121212,Dust2,Mirage,Nuke,Overpass,Vertigo,Train,0,0,Inferno
03-10-2019,EHOME,5POWER,1,2336766,4946,3,123412,Vertigo,Overpass,0,Mirage,Nuke,0,Inferno,Dust2,Train
03-10-2019,Entity,Global,0,2336768,4952,1,121212,Vertigo,Inferno,Mirage,Nuke,Dust2,Train,0,0,Overpass
03-10-2019,Genuine,Ground Zero,0,2336651,4770,3,123412,Vertigo,Overpass,0,Train,Inferno,0,Nuke,Mirage,Dust2
03-10-2019,Liquid,Grayhound,0,2336324,4553,3,123412,Train,Overpass,0,Vertigo,Dust2,0,Mirage,Nuke,Inferno
03-10-2019,mousesports,OpTic,0,2336325,4553,3,123412,Overpass,Vertigo,0,Inferno,Train,0,Mirage,Nuke,Dust2
03-10-2019,SJ,Aristocracy,1,2336676,4941,1,121212,Vertigo,Overpass,Mirage,Inferno,Nuke,Train,0,0,Dust2
03-10-2019,Monky See Monky Do,Paradox,0,2336650,4770,3,123412,Train,Mirage,0,Vertigo,Inferno,0,Dust2,Overpass,Nuke
03-10-2019,District 9,Global,1,2336775,4952,1,121212,Overpass,Vertigo,Inferno,Mirage,Dust2,Nuke,0,0,Train
03-10-2019,Astralis,Vitality,0,2336327,4553,3,123412,Mirage,Inferno,0,Train,Overpass,0,Vertigo,Dust2,Nuke
03-10-2019,Giants,Illuminar,1,2336677,4941,1,121212,Overpass,Mirage,Train,Dust2,Inferno,Nuke,0,0,Vertigo
03-10-2019,Sharks,ATK,1,2336689,4918,3,123412,Overpass,Vertigo,0,Nuke,Mirage,0,Train,Inferno,Dust2
03-10-2019,Giants,Aristocracy,1,2336783,4941,1,121212,Mirage,Overpass,Dust2,Nuke,Inferno,Train,0,0,Vertigo
03-10-2019,mousesports,Grayhound,1,2336328,4553,3,123412,Nuke,Overpass,0,Vertigo,Train,0,Dust2,Inferno,Mirage
03-10-2019,SJ,Giants,1,2336786,4941,3,123412,Vertigo,Overpass,0,Mirage,Train,0,Inferno,Nuke,Dust2
03-10-2019,Heroic,Nemiga,0,2336682,4931,3,123412,Vertigo,Overpass,0,Train,Mirage,0,Nuke,Inferno,Dust2
03-10-2019,pro100,Syman,1,2336679,4931,3,123412,Vertigo,Dust2,0,Nuke,Inferno,0,Overpass,Mirage,Train
03-10-2019,Heroic,Virtus.pro,1,2336686,4922,3,123412,Train,Inferno,0,Overpass,Vertigo,0,Dust2,Mirage,Nuke
03-10-2019,Windigo,GamerLegion,1,2336763,4940,3,123412,Vertigo,Mirage,0,Nuke,Overpass,0,Train,Inferno,Dust2
03-10-2019,SJ,Illuminar,0,2336784,4941,1,121212,Vertigo,Overpass,Mirage,Dust2,Inferno,Nuke,0,0,Train
03-10-2019,Natus Vincere,NiP,0,2336329,4553,3,123412,Nuke,Train,0,Vertigo,Dust2,0,Overpass,Inferno,Mirage
03-10-2019,Nordavind,ex-Epsilon,1,2336610,4862,3,123412,Train,Nuke,0,Vertigo,Dust2,0,Overpass,Inferno,Mirage
02-10-2019,mousesports,Evil Geniuses,1,2336318,4553,3,123412,Nuke,Inferno,0,Vertigo,Dust2,0,Mirage,Train,Overpass
02-10-2019,North,Liquid,0,2336317,4553,3,123412,Vertigo,Overpass,0,Train,Nuke,0,Inferno,Mirage,Dust2
02-10-2019,Copenhagen Flames,GamerLegion,0,2336683,4940,3,123412,Overpass,Mirage,0,Nuke,Train,0,Vertigo,Dust2,Inferno
02-10-2019,Natus Vincere,OpTic,0,2336321,4553,3,123412,Vertigo,Train,0,Inferno,Mirage,0,Dust2,Nuke,Overpass
02-10-2019,Movistar Riders,Syman,0,2336666,4941,1,121212,Dust2,Mirage,Overpass,Nuke,Vertigo,Train,0,0,Inferno
02-10-2019,FURIA,ENCE,0,2336319,4553,3,123412,Dust2,Nuke,0,Vertigo,Overpass,0,Mirage,Train,Inferno
02-10-2019,fnatic,G2,1,2336320,4553,3,123412,Vertigo,Nuke,0,Mirage,Overpass,0,Inferno,Train,Dust2
02-10-2019,Movistar Riders,Virtus.pro,1,2336703,4941,1,121212,Dust2,Mirage,Nuke,Overpass,Inferno,Vertigo,0,0,Train
02-10-2019,Espada,Unique,0,2336684,4940,3,123412,Nuke,Inferno,0,Vertigo,Mirage,0,Overpass,Train,Dust2
02-10-2019,pro100,forZe,0,2336685,4940,3,123412,Nuke,Train,0,Dust2,Vertigo,0,Overpass,Inferno,Mirage
02-10-2019,AVANGAR,Heroic,1,2336669,4922,3,123412,Nuke,Mirage,0,Train,Overpass,0,Dust2,Inferno,Vertigo
02-10-2019,Movistar Riders,Syman,1,2336732,4941,3,123412,Dust2,Inferno,0,Nuke,Vertigo,0,Overpass,Mirage,Train
02-10-2019,Sharks,Cloud9,0,2336671,4918,3,123412,Overpass,Inferno,0,Vertigo,Dust2,0,Train,Nuke,Mirage
02-10-2019,Grayhound,NiP,0,2336322,4553,3,123412,Vertigo,Train,0,Dust2,Inferno,0,Mirage,Overpass,Nuke
01-10-2019,Vitality,TYLOO,0,2336306,4553,1,121212,Train,Mirage,Vertigo,Nuke,Overpass,Dust2,0,0,Inferno
01-10-2019,OneThree,SJ,1,2336664,4917,3,123412,Vertigo,Train,0,Inferno,Overpass,0,Mirage,Nuke,Dust2
01-10-2019,OpTic,Liquid,1,2336307,4553,1,121212,Inferno,Dust2,Mirage,Train,Vertigo,Nuke,0,0,Overpass
01-10-2019,North,Natus Vincere,1,2336308,4553,1,121212,Mirage,Vertigo,Dust2,Nuke,Inferno,Train,0,0,Overpass
01-10-2019,OneThree,SKADE,0,2336663,4917,3,123412,Vertigo,Nuke,0,Mirage,Dust2,0,Inferno,Overpass,Train
01-10-2019,Envy,Astralis,1,2336298,4553,1,121212,Inferno,Overpass,Vertigo,Nuke,Mirage,Dust2,0,0,Train
01-10-2019,fnatic,ENCE,1,2336305,4553,1,121212,Nuke,Train,Overpass,Inferno,Vertigo,Dust2,0,0,Mirage
01-10-2019,G2,FURIA,0,2336299,4553,1,121212,Vertigo,Nuke,Mirage,Dust2,Inferno,Overpass,0,0,Train
01-10-2019,mousesports,NiP,0,2336309,4553,1,121212,Overpass,Nuke,Train,Vertigo,Dust2,Mirage,0,0,Inferno
01-10-2019,Sharks,The Quest,0,2336508,4918,3,123412,Overpass,Dust2,0,Train,Vertigo,0,Mirage,Nuke,Inferno
01-10-2019,MIBR,ex-Luminosity,0,2336506,4918,3,123412,Nuke,Overpass,0,Train,Mirage,0,Dust2,Vertigo,Inferno
01-10-2019,Grayhound,Evil Geniuses,1,2336310,4553,1,121212,Vertigo,Train,Dust2,Overpass,Mirage,Inferno,0,0,Nuke
01-10-2019,INTZ,ATK,0,2336507,4918,3,123412,Dust2,Inferno,0,Nuke,Train,0,Mirage,Overpass,Vertigo
01-10-2019,Espada,pro100,0,2336654,4940,3,123412,Inferno,Train,0,Vertigo,Nuke,0,Mirage,Overpass,Dust2
01-10-2019,Astralis,G2,0,2336314,4553,3,123412,Mirage,Train,0,Vertigo,Overpass,0,Nuke,Dust2,Inferno
01-10-2019,Unique,forZe,0,2336655,4940,3,123412,Inferno,Overpass,0,Vertigo,Train,0,Dust2,Nuke,Mirage
01-10-2019,Syman,SJ,1,2336662,2832,3,123412,Nuke,Vertigo,0,Mirage,Overpass,0,Dust2,Inferno,Train
01-10-2019,GamerLegion,Nemiga,1,2336675,4931,3,123412,Nuke,Vertigo,0,Train,Dust2,0,Overpass,Mirage,Inferno
01-10-2019,FURIA,Envy,1,2336312,4553,3,123412,Dust2,Inferno,0,Overpass,Train,0,Vertigo,Nuke,Mirage
01-10-2019,Tricked,Virtus.pro,0,2336661,4922,3,123412,Vertigo,Inferno,0,Overpass,Dust2,0,Nuke,Mirage,Train
01-10-2019,Vitality,ENCE,1,2336316,4553,3,123412,Train,Mirage,0,Vertigo,Overpass,0,Inferno,Nuke,Dust2
01-10-2019,TYLOO,fnatic,1,2336313,4553,3,123412,Nuke,Train,0,Vertigo,Overpass,0,Inferno,Mirage,Dust2
01-10-2019,ATK,MIBR,1,2336670,4918,3,123412,Train,Mirage,0,Nuke,Inferno,0,Overpass,Dust2,Vertigo
01-10-2019,Windigo,Tricked,1,2336653,4492,3,123412,Nuke,Inferno,0,Vertigo,Dust2,0,Overpass,Train,Mirage
30-09-2019,Tricked,Se7en,0,2336556,4922,3,123412,Vertigo,Inferno,0,Overpass,Train,0,Nuke,Mirage,Dust2
30-09-2019,SJ,Unique,1,2336609,4862,3,123412,Overpass,Train,0,Inferno,Vertigo,0,Nuke,Mirage,Dust2
30-09-2019,SJ,OneThree,0,2336633,4917,3,123412,Mirage,Overpass,0,Vertigo,Dust2,0,Nuke,Inferno,Train
30-09-2019,Nordavind,Nemiga,1,2336592,2832,3,123412,Train,Dust2,0,Nuke,Overpass,0,Vertigo,Inferno,Mirage
30-09-2019,EHOME,Invictus,1,2336587,4930,3,123412,Vertigo,Nuke,0,Inferno,Dust2,0,Overpass,Train,Mirage
30-09-2019,Virtus.pro,Espada,0,2336510,4922,3,123412,Vertigo,Overpass,0,Inferno,Train,0,Mirage,Dust2,Nuke
30-09-2019,BIG,Heroic,1,2336557,4922,3,123412,Vertigo,Mirage,0,Train,Overpass,0,Dust2,Nuke,Inferno
30-09-2019,Nordavind,Syman,1,2336636,2832,3,123412,Train,Inferno,0,Nuke,Overpass,0,Vertigo,Dust2,Mirage
29-09-2019,Goliath,Energy,0,2336628,4377,3,123412,Vertigo,Dust2,0,Nuke,Train,0,Inferno,Overpass,Mirage
29-09-2019,G2,Evil Geniuses,1,2336446,4597,3,123412,Vertigo,Train,0,Overpass,Inferno,0,Dust2,Nuke,Mirage
29-09-2019,Bren,ENCHANT POISON,0,2336621,4936,3,123412,Vertigo,Overpass,0,Nuke,Mirage,0,Train,Inferno,Dust2
29-09-2019,ORDER,Chiefs,1,2336586,4853,3,123412,Overpass,Train,0,Vertigo,Nuke,0,Inferno,Dust2,Mirage
29-09-2019,Beyond,Maple,1,2336618,4937,3,123412,Overpass,Train,0,Vertigo,Dust2,0,Inferno,Mirage,Nuke
29-09-2019,Fallen5,Bren,1,2336625,4936,3,123412,Nuke,Inferno,0,Vertigo,Overpass,0,Mirage,Train,Dust2
29-09-2019,LaZe,BOOT,1,2336626,4935,3,123412,Vertigo,Dust2,0,Overpass,Inferno,0,Mirage,Nuke,Train
29-09-2019,Beyond,Alpha Red,1,2336627,4937,3,123412,Overpass,Train,0,Inferno,Nuke,0,Vertigo,Mirage,Dust2
29-09-2019,Energy,Big 5,0,2336605,4377,3,123412,Mirage,Nuke,0,Vertigo,Dust2,0,Inferno,Overpass,Train
29-09-2019,Sinister5,Goliath,0,2336631,4377,3,123412,Vertigo,Mirage,0,Nuke,Overpass,0,Dust2,Inferno,Train
29-09-2019,Gambit Youngsters,ex-Epsilon,0,2336615,4706,1,122112,Train,Inferno,Nuke,Vertigo,Dust2,Overpass,0,0,Mirage
29-09-2019,Se7en,PACT,0,2336608,4862,3,123412,Vertigo,Train,0,Overpass,Mirage,0,Dust2,Nuke,Inferno
29-09-2019,Se7en,SJ,0,2336612,4917,3,123412,Vertigo,Train,0,Mirage,Overpass,0,Dust2,Nuke,Inferno
29-09-2019,Izako Boars,Unique,0,2336616,4934,3,123412,Dust2,Train,0,Inferno,Overpass,0,Vertigo,Nuke,Mirage
29-09-2019,pro100,Movistar Riders,0,2336619,4931,3,123412,Vertigo,Nuke,0,Dust2,Train,0,Overpass,Inferno,Mirage
29-09-2019,SJ,Syman,1,2336593,2832,3,123412,Mirage,Overpass,0,Nuke,Vertigo,0,Inferno,Dust2,Train
29-09-2019,Sprout,Movistar Riders,0,2336620,4931,3,123412,Vertigo,Train,0,Dust2,Mirage,0,Nuke,Inferno,Overpass
28-09-2019,Ground Zero,Chiefs,1,2336462,4853,3,123412,Train,Inferno,0,Vertigo,Overpass,0,Mirage,Dust2,Nuke
28-09-2019,JiJieHao,EHOME,0,2336571,4930,3,123412,Overpass,Dust2,0,Vertigo,Train,0,Mirage,Nuke,Inferno
28-09-2019,Invictus,Lynn Vision,0,2336572,4930,3,123412,Inferno,Overpass,0,Train,Vertigo,0,Nuke,Dust2,Mirage
28-09-2019,SJ,adwokacik,0,2336573,4917,3,123412,Mirage,Train,0,Nuke,Overpass,0,Vertigo,Inferno,Dust2
28-09-2019,5POWER,TYLOO,1,2336570,4930,3,123412,Vertigo,Mirage,0,Nuke,Train,0,Dust2,Inferno,Overpass
28-09-2019,AVANT,ORDER,1,2336463,4853,3,123412,Vertigo,Train,0,Overpass,Nuke,0,Dust2,Inferno,Mirage
28-09-2019,OpTic,Astralis,0,2336444,4597,3,123412,Inferno,Overpass,0,Mirage,Train,0,Nuke,Dust2,Vertigo
28-09-2019,adwokacik,SJ,1,2336517,4862,3,123412,Vertigo,Overpass,0,Mirage,Dust2,0,Train,Nuke,Inferno
28-09-2019,Sprout,Movistar Riders,0,2336567,4931,3,123412,Vertigo,Overpass,0,Dust2,Mirage,0,Nuke,Inferno,Train
28-09-2019,pro100,Heretics,1,2336566,4931,3,123412,Vertigo,Nuke,0,Overpass,Mirage,0,Train,Inferno,Dust2
28-09-2019,Demise,Yalla,1,2336603,4927,3,123412,Overpass,Mirage,0,Vertigo,Train,0,Nuke,Inferno,Dust2
28-09-2019,One One,Defusekids,0,2336604,4938,1,121212,Train,Nuke,Vertigo,Mirage,Overpass,Dust2,0,0,Inferno
28-09-2019,Goliath,Sinister5,0,2336601,4377,1,121212,Dust2,Overpass,Mirage,Vertigo,Inferno,Train,0,0,Nuke
28-09-2019,PACT,Unique,0,2336561,4934,3,123412,Overpass,Mirage,0,Inferno,Dust2,0,Vertigo,Train,Nuke
28-09-2019,Astralis,Liquid,1,2336445,4597,3,123412,Mirage,Inferno,0,Train,Nuke,0,Vertigo,Dust2,Overpass
28-09-2019,Sprout,Heretics,1,2336607,4931,3,123412,Vertigo,Mirage,0,Train,Nuke,0,Dust2,Inferno,Overpass
27-09-2019,HAVU,PACT,0,2336516,4862,3,123412,Mirage,Inferno,0,Overpass,Train,0,Dust2,Vertigo,Nuke
27-09-2019,TYLOO,Invictus,0,2336545,4930,3,123412,Nuke,Vertigo,0,Inferno,Overpass,0,Dust2,Train,Mirage
27-09-2019,JiJieHao,5POWER,1,2336546,4930,3,123412,Overpass,Dust2,0,Mirage,Vertigo,0,Inferno,Nuke,Train
27-09-2019,EHOME,AUGUST,1,2336547,4930,3,123412,Vertigo,Train,0,Mirage,Nuke,0,Overpass,Dust2,Inferno
27-09-2019,Copenhagen Flames,SJ,0,2336554,4917,3,123412,Dust2,Nuke,0,Vertigo,Overpass,0,Mirage,Inferno,Train
27-09-2019,Lynn Vision,BTRG,0,2336548,4930,3,123412,Train,Nuke,0,Vertigo,Overpass,0,Inferno,Mirage,Dust2
27-09-2019,Heretics,Nordavind,1,2336518,4862,3,123412,Overpass,Train,0,Dust2,Nuke,0,Inferno,Vertigo,Mirage
27-09-2019,OneThree,adwokacik,0,2336555,4917,3,123412,Nuke,Overpass,0,Vertigo,Dust2,0,Inferno,Mirage,Train
27-09-2019,Nemiga,GamerLegion,1,2336552,4931,3,123412,Train,Vertigo,0,Nuke,Dust2,0,Mirage,Overpass,Inferno
27-09-2019,OpTic,FaZe,0,2336442,4597,3,123412,Inferno,Mirage,0,Vertigo,Train,0,Nuke,Dust2,Overpass
27-09-2019,GamerLegion,Aristocracy,1,2336563,4931,3,123412,Nuke,Train,0,Inferno,Mirage,0,Overpass,Vertigo,Dust2
27-09-2019,NASR,Yalla,0,2336574,4927,1,121212,Dust2,Mirage,Train,Nuke,Vertigo,Overpass,0,0,Inferno
27-09-2019,HAVU,Espada,0,2336549,4492,3,123412,Mirage,Overpass,0,Inferno,Nuke,0,Train,Vertigo,Dust2
27-09-2019,Lyngby Vikings,Nordavind,0,2336553,2832,3,123412,Overpass,Mirage,0,Train,Nuke,0,Inferno,Vertigo,Dust2
27-09-2019,G2,ENCE,1,2336443,4597,3,123412,Mirage,Train,0,Vertigo,Inferno,0,Dust2,Nuke,Overpass
27-09-2019,Nemiga,adwokacik,1,2336564,4931,3,123412,Train,Nuke,0,Vertigo,Overpass,0,Inferno,Mirage,Dust2
27-09-2019,Evil Geniuses,Astralis,1,2336441,4597,3,123412,Overpass,Train,0,Mirage,Nuke,0,Dust2,Inferno,Vertigo
26-09-2019,JiJieHao,BTRG,1,2336532,4930,3,123412,Overpass,Dust2,0,Vertigo,Nuke,0,Mirage,Train,Inferno
26-09-2019,5orgless,NASR,0,2336540,4929,3,123412,Inferno,Mirage,0,Vertigo,Overpass,0,Dust2,Train,Nuke
26-09-2019,SMASH,Movistar Riders,1,2336534,4826,3,123412,Mirage,Overpass,0,Dust2,Vertigo,0,Nuke,Inferno,Train
26-09-2019,Japaleno,Unique,1,2336514,4862,3,123412,Nuke,Vertigo,0,Inferno,Mirage,0,Overpass,Train,Dust2
26-09-2019,adwokacik,SJ,0,2336499,4917,3,123412,Nuke,Overpass,0,Mirage,Vertigo,0,Train,Dust2,Inferno
26-09-2019,EHOME,Invictus,0,2336530,4930,3,123412,Vertigo,Dust2,0,Inferno,Overpass,0,Nuke,Train,Mirage
26-09-2019,Ground Zero,Shidiots,1,2336267,4770,3,123412,Train,Dust2,0,Inferno,Vertigo,0,Mirage,Overpass,Nuke
26-09-2019,Corvidae,Genuine,1,2336266,4770,3,123412,Nuke,Inferno,0,Mirage,Overpass,0,Vertigo,Train,Dust2
26-09-2019,Lynn Vision,5POWER,1,2336531,4930,3,123412,Train,Vertigo,0,Inferno,Nuke,0,Overpass,Dust2,Mirage
26-09-2019,TYLOO,AUGUST,0,2336529,4930,3,123412,Nuke,Dust2,0,Vertigo,Overpass,0,Inferno,Train,Mirage
26-09-2019,Nemiga,Copenhagen Flames,1,2336533,2832,3,123412,Train,Overpass,0,Dust2,Mirage,0,Inferno,Vertigo,Nuke
26-09-2019,Espada,Heretics,1,2336525,4917,3,123412,Inferno,Nuke,0,Train,Overpass,0,Vertigo,Dust2,Mirage
26-09-2019,eUnited,ENCE,0,2336440,4597,3,123412,Mirage,Inferno,0,Vertigo,Nuke,0,Overpass,Train,Dust2
26-09-2019,eUnited,Liquid,1,2336434,4597,3,123412,Inferno,Dust2,0,Train,Vertigo,0,Overpass,Mirage,Nuke
26-09-2019,Illuminar,GamerLegion,0,2336535,4826,3,123412,Dust2,Overpass,0,Nuke,Train,0,Vertigo,Mirage,Inferno
26-09-2019,G2,ENCE,0,2336435,4597,3,123412,Mirage,Train,0,Vertigo,Inferno,0,Dust2,Nuke,Overpass
26-09-2019,Aristocracy,adwokacik,1,2336550,4931,3,123412,Inferno,Train,0,Vertigo,Overpass,0,Nuke,Mirage,Dust2
26-09-2019,Nemiga,HAVU,1,2336538,4909,3,123412,Train,Vertigo,0,Mirage,Overpass,0,Inferno,Dust2,Nuke
26-09-2019,OpTic,Astralis,1,2336436,4597,3,123412,Inferno,Nuke,0,Mirage,Train,0,Vertigo,Dust2,Overpass
26-09-2019,SMASH,Illuminar,0,2336551,4826,3,123412,Mirage,Inferno,0,Dust2,Train,0,Nuke,Vertigo,Overpass
26-09-2019,FaZe,Evil Geniuses,0,2336438,4597,3,123412,Train,Dust2,0,Mirage,Overpass,0,Nuke,Vertigo,Inferno
26-09-2019,SJ,HAVU,0,2336558,4909,3,123412,Train,Vertigo,0,Mirage,Overpass,0,Inferno,Dust2,Nuke
26-09-2019,G2,Liquid,1,2336439,4597,3,123412,Mirage,Vertigo,0,Train,Nuke,0,Dust2,Inferno,Overpass
25-09-2019,SMASH,Illuminar,1,2336503,4826,3,123412,Vertigo,Overpass,0,Dust2,Nuke,0,Train,Mirage,Inferno
25-09-2019,Bren,Invictus,1,2336492,4907,3,123412,Vertigo,Overpass,0,Inferno,Nuke,0,Train,Mirage,Dust2
25-09-2019,BOOT,Invictus,0,2336493,4907,3,123412,Overpass,Nuke,0,Inferno,Dust2,0,Vertigo,Mirage,Train
25-09-2019,ex-Epsilon,SMASH,0,2336501,4862,3,123412,Vertigo,Dust2,0,Mirage,Overpass,0,Inferno,Nuke,Train
25-09-2019,GamerLegion,Movistar Riders,1,2336502,4826,3,123412,Nuke,Vertigo,0,Dust2,Mirage,0,Overpass,Train,Inferno
25-09-2019,OneThree,Copenhagen Flames,0,2336497,4917,3,123412,Vertigo,Overpass,0,Dust2,Mirage,0,Inferno,Nuke,Train
25-09-2019,Movistar Riders,MAD Lions,1,2336252,2838,3,123412,Dust2,Vertigo,0,Overpass,Train,0,Inferno,Mirage,Nuke
25-09-2019,Syman,Nordavind,1,2336422,2832,3,123412,Nuke,Overpass,0,Train,Mirage,0,Dust2,Vertigo,Inferno
25-09-2019,HAVU,SJ,0,2336505,4909,3,123412,Mirage,Vertigo,0,Train,Overpass,0,Dust2,Inferno,Nuke
25-09-2019,Copenhagen Flames,STEP,1,2336476,4916,3,123412,Overpass,Dust2,0,Vertigo,Mirage,0,Nuke,Inferno,Train
25-09-2019,Nemiga,PACT,0,2336504,4909,3,123412,Train,Vertigo,0,Overpass,Mirage,0,Inferno,Nuke,Dust2
25-09-2019,Espada,Se7en,0,2336498,4917,3,123412,Inferno,Train,0,Vertigo,Overpass,0,Mirage,Dust2,Nuke
24-09-2019,Lucid Dream,Invictus,1,2336482,4907,3,123412,Train,Vertigo,0,Inferno,Dust2,0,Nuke,Mirage,Overpass
24-09-2019,Lucid Dream,TYLOO,1,2336459,4907,3,123412,Overpass,Dust2,0,Nuke,Vertigo,0,Train,Inferno,Mirage
24-09-2019,BOOT,Alpha Red,1,2336461,4907,3,123412,Overpass,Dust2,0,Nuke,Inferno,0,Vertigo,Mirage,Train
24-09-2019,Invictus,Bren,0,2336460,4907,3,123412,Inferno,Overpass,0,Vertigo,Train,0,Dust2,Nuke,Mirage
24-09-2019,Mazaalai,TYLOO,0,2336477,4907,3,123412,Vertigo,Overpass,0,Nuke,Mirage,0,Train,Dust2,Inferno
24-09-2019,Invictus,BOOT,0,2336478,4907,3,123412,Inferno,Nuke,0,Mirage,Overpass,0,Train,Vertigo,Dust2
24-09-2019,Bren,Alpha Red,1,2336479,4907,3,123412,Vertigo,Overpass,0,Dust2,Train,0,Inferno,Mirage,Nuke
24-09-2019,BOOT,TYLOO,1,2336481,4907,3,123412,Mirage,Inferno,0,Nuke,Train,0,Vertigo,Overpass,Dust2
24-09-2019,Aristocracy,PACT,0,2336289,4862,3,123412,Inferno,Mirage,0,Overpass,Nuke,0,Vertigo,Dust2,Train
24-09-2019,SMASH,Spirit,1,2336449,4826,3,123412,Mirage,Inferno,0,Nuke,Vertigo,0,Overpass,Dust2,Train
24-09-2019,Unique,AGO,0,2336290,4862,3,123412,Inferno,Vertigo,0,Overpass,Mirage,0,Nuke,Dust2,Train
24-09-2019,Heroic,SMASH,0,2336450,4826,3,123412,Train,Vertigo,0,Mirage,Dust2,0,Overpass,Nuke,Inferno
24-09-2019,Windigo,Nemiga,1,2336465,4909,3,123412,Vertigo,Nuke,0,Train,Dust2,0,Overpass,Inferno,Mirage
24-09-2019,PACT,hREDS,1,2336464,4909,3,123412,Overpass,Mirage,0,Vertigo,Inferno,0,Train,Dust2,Nuke
24-09-2019,Mazaalai,Bren,0,2336483,4907,3,123412,Nuke,Dust2,0,Mirage,Vertigo,0,Overpass,Inferno,Train
23-09-2019,SJ,Nemiga,1,2336376,4909,3,123412,Vertigo,Overpass,0,Train,Dust2,0,Nuke,Mirage,Inferno
23-09-2019,Ignis,Absolute,0,2336418,4787,3,123412,Mirage,Train,0,Nuke,Vertigo,0,Inferno,Overpass,Dust2
23-09-2019,5POWER,TYLOO,0,2336414,4906,3,123412,Vertigo,Mirage,0,Nuke,Train,0,Dust2,Overpass,Inferno
23-09-2019,Invictus,TYLOO,0,2336415,4906,3,123412,Inferno,Vertigo,0,Nuke,Mirage,0,Train,Dust2,Overpass
23-09-2019,SJ,Copenhagen Flames,0,2336421,2832,3,123412,Mirage,Overpass,0,Dust2,Train,0,Inferno,Vertigo,Nuke
23-09-2019,GamerLegion,Windigo,0,2336448,4826,3,123412,Nuke,Train,0,Vertigo,Inferno,0,Dust2,Overpass,Mirage
23-09-2019,Lyngby Vikings,Illuminar,0,2336423,2832,3,123412,Overpass,Mirage,0,Dust2,Train,0,Inferno,Vertigo,Nuke
23-09-2019,Windigo,pro100,1,2336378,4909,3,123412,Inferno,Train,0,Vertigo,Dust2,0,Overpass,Nuke,Mirage
23-09-2019,Heretics,Nemiga,0,2336424,2832,3,123412,Vertigo,Overpass,0,Train,Nuke,0,Dust2,Inferno,Mirage
